ಎಲಿಜಬೆತ್	Elizabeth
ಎ.	A.
</s>	</s>
ಹಿಂದೆ	Hinde
ವಿಶಾಲ	vishaala
ಮನೆಗಳಲ್ಲಿ	manegalalli
ಇದ್ದವರು	iddavaru
ಈಗ	eega
ತಗಡಿನ	tagadina
ಪುನರ್ವಸತಿ	punarvasati
ಮನೆಗಳಲ್ಲಿ	manegalalli
ಇದ್ದಾರೆ.	iddaare.
</s>	</s>
(ಆಧಾರ	(Aadhaara
ಪ್ಯಾರಾದ	Parada
ಕೊನೆಯಲ್ಲಿ	koneyalli
ಕೊಟ್ಟಿದೆ	kottide
-ಅಧ್ಯಾಯ	-adhyaaya
2.2	2.2
ಸತ್ಯಾರ್ಥ	satyaartha
ಪ್ರಕಾಶ	prakaasha
ಗ್ರಂಥ.	grantha.
ಮತ್ತು	Mattu
ರೆಫೆ:೧೪	Refe:14
ನೊಡಿ)	nodi)
</s>	</s>
ಆ	Aa
ಮುಖ	mukha
ಈ	ee
ಮುಖ	mukha
</s>	</s>
ಆಗ	Aaga
1993	1993
ರಲ್ಲಿ	ralli
ಲೇಟ್	Late
ನೈಟ್	Night
ಟಾಕ್	Talk
ಶೊಗಳಿಗೆ	Showgalige
ಈ	ee
ನೆಟ್ವರ್ಕ್	Network
ಫ್ರಾಂಚೈಸಿಗಳ	franchisegala
ಮೂಲಕ	moolaka
ಸ್ಪರ್ಧೆಗಿಳಿಯಿತು.	spardhegiliyitu.
</s>	</s>
ಅಲ್ಲದೇ	Allade
ಥೆಬೆಸ್‌ಅನ್ನು	Thebesannu
ರಹಸ್ಯ	rahasya
ಸ್ಥಳವಾಗಿರಿಸುವಂತೆ	sthalavaagirisuvante
ಕೇಂದ್ರಾಡಳಿತಕ್ಕೆ	kendraadalitakke
ಬಲವಂತಪಡಿಸಿದರು.	balavantapadisidaru.
</s>	</s>
1060ರ	1060ra
ದಿವೇ	Dive
ಅಗರ್	Agar
ತಾಮ್ರಪಟ್ಟಿಕೆಯೇ	taamrapattikeye
ಪುರಾತನ	puraatana
ಶಿಲಾಲೇಖ	shilaalekha
ಎಂಬುದಾಗಿ	embudaagi
ಅಭಿಪ್ರಾಯ	abhipraaya
ಪಟ್ಟಿರುವವರೂ	pattiruvavaroo
ಉಂಟು.	untu.
</s>	</s>
ಈಜಿಪ್ಟಿನ	Egyptna
ಕೇಂದ್ರಾಡಳಿತವು	kendraadalitavu
ಪುರಾತನ	puraatana
ರಾಜ್ಯದ	raajyada
ಕೊನೆಯಲ್ಲಿ	koneyalli
ನಾಶಗೊಂಡ	naashagonda
ನಂತರ,	nantara,
ಆಡಳಿತಕ್ಕೆ	aadalitakke
ದೇಶದ	deshada
ಆರ್ಥಿಕ	aarthika
ಸ್ಥಿತಿ	sthiti
ಪ್ರೊತ್ಸಾಹಿಸಲು	protsaahisalu
ಅಥವಾ	athavaa
ಸ್ಥಿರಗೊಳಿಸಲು	sthiragolisalu
ಸಾಧ್ಯವಾಗಲಿಲ್ಲ.	saadhyavaagalilla.
</s>	</s>
ನಿಶ್ಚಿತ	Nishchita
ಠೇವಣಿ	thevani
(ಭಾರತದಲ್ಲಿ	(bhaaratadalli
ಫಿಕ್ಸೆಡ್	Fixed
ಡಿಪಾಸಿಟ್)	Deposit)
</s>	</s>
ಅಂತರ್ಜಾಲ	Antarjaala
ವ್ಯಾಪಾರ	vyaapaara
</s>	</s>
ಇದು	Idu
ತೀರ್ಥಹಳ್ಳಿ	Tirthahalli
ಯ	ya
ಗ್ರಾಮ	graama
ದೇವತೆ.	devate.
</s>	</s>
ಮಾರ್ಚ್	March
೨೦೦೯	2009
ರಲ್ಲಿ,	ralli,
ಸಂಶೋಧಕರಾದ	sanshodhakaraada
ಅಲ್ಫ್ರೆಡೋ	Alfredo
ಓರ್ಟೆಗಾ	Ortega
ಮತ್ತು	and
ಅನಿಬಾಲ್	Anibal
ಸ್ಯಾಕೋ	Saco
ಪಿಸಿಗಳಿಗಾಗಿನ	PCgaligaagina
ಹಾರ್ಡ್‌ಡಿಸ್ಕ್	HardDisk
ಬದಲಾವಣೆ	badalaavane
ಮತ್ತು	mattu
ಆಪರೇಟಿಂಗ್	Operating
ಸಿಸ್ಟಮ್‌	System
ಮರು	maru
ಸ್ಥಾಪನೆ	sthaapane
ಮಾಡಲು	maadalu
ಸಾಧ್ಯವಿರುವ	saadhyaviruva
ಬಿಐಒಸ್-ಮಟ್ಟದ	BIOS-mattada
ರೂಟ್‌ಕಿಟ್‌	rootkit
ವಿವರಗಳನ್ನು	vivaragalannu
ಪ್ರಕಟಿಸಿದರು.	prakatisidaru.
</s>	</s>
ಮನುಷ್ಯ	Manushya
ಕೃಷಿಕನಾದ೦ದಿನಿ೦ದ	krushikanaadandininda
ಇ೦ದಿನವರೆಗೆ	indinavarege
ಬಗೆ	bage
ಬಗೆಯ	bageya
ಕೃಷಿ	krushi
ಉಪಕರಣಗಳನ್ನು	upakaranagalannu
ಉಪಯೋಗಿಸಿಕೊ೦ಡಿದ್ದಾನೆ.	upayogisikondiddaane.
</s>	</s>
ಸಾಹಿತ್ಯ	Saahitya
ಸಮ್ಮೇಳನದಲ್ಲಿ	sammelanadalli
2011ರ	2011ra
ಡಿಸೆಂಬರ್	December
9,	9,
10	10
ಹಾಗೂ	haagoo
11ರಂದು	11randu
ಗಂಗಾವತಿಯಲ್ಲಿ	Gangavatiyalli
ನಡೆದ	nadeda
78ನೇ	78ne
ಅಖಿಲ	akhila
ಭಾರತ	bhaarata
ಕನ್ನಡ	kannada
ಸಾಹಿತ್ಯ	saahitya
ಸಮ್ಮೇಳನದಲ್ಲಿ	sammelanadalli
ಕನ್ನಡ	kannada
ಮಾತು	maatu
ತಲೆಎತ್ತುವ	taleettuva
ಬಗೆ	bage
ಗೋಷ್ಠಿಯಲ್ಲಿ	goshthiyalli
ವಿದ್ಯುನ್ಮಾನ	vidyunmaana
ಮಾಧ್ಯಮದಲ್ಲಿ	maadhyamadalli
ಕನ್ನಡದ	kannadada
ಸ್ಥಿತಿ	sthiti
ಕುರಿತು	kuritu
ಸತೀಶ್	Satish
ಉಪನ್ಯಾಸ	upanyaasa
ನೀಡಿದ್ದಾರೆ.	neediddaare.
</s>	</s>
ಹೀಗಾಗಿ	Heegaagi
ಈ	ee
ವ್ಯಾಧಿಯಿಂದ	vyaadhiyinda
ನರಳುವವರಿಗೆ	naraluvavarige
ಯುಕ್ತ	yukta
ವೇಳೆ	vele
ಸಮರ್ಪಕ	samarpaka
ಚಿಕಿತ್ಸೆ	chikitse
ಮಾಡಬಹುದು.	maadabahudu.
</s>	</s>
ಜುನಾಗಡ	Junagadh
ಪಾಕಿಸ್ತಾನದಿಂದ	Pakistandinda
ಸಾಕಷ್ಟು	saakashtu
ದೂರವಿದ್ದದ್ದಷ್ಟೇ	dooraviddaddashte
ಅಲ್ಲ	alla
ಅಲ್ಲಿಯ	alliya
ಜನಸಂಖ್ಯೆಯ	janasankhyeya
ಶೇಕಡಾ	shekadaa
೮೦	80
ಹಿಂದೂಗಳಾಗಿದ್ದರು.	hindoogalaagiddaru.
</s>	</s>
ಅನಂತರ	Anantara
ಯಾವ	yaava
ಗಾತ್ರದಲ್ಲಿ	gaatradalli
ಖನಿಜವಸ್ತುಗಳು	khanijavastugalu
ಅದುರಿನಲ್ಲಿ	adurinalli
ಅಡಗಿವೆ	adagive
ಎಂಬುದನ್ನು	embudannu
ವಿಶೇಷರೀತಿಯ	visheshareetiya
ಜರಡಿಗಳ	jaradigala
ಸಹಾಯದಿಂದ	sahaayadinda
ಪರೀಕ್ಷಿಸಿ.	pareekshisi.
</s>	</s>
ಮರೆಮಾಚಿದ	Maremaachida
ಸಾರ್ವತ್ರಿಕ	saarvatrika
ಪೂರ್ವ	poorva
ಸಿದ್ಧಾಂತ	siddhaanta
</s>	</s>
ಅರಿಸ್ಟಾಟಲ್‌ನ	Aristotlena
ಬರವಣಿಗೆಯ	baravanigeya
ಶೈಲಿಯನ್ನು	shailiyannu
"ಬಂಗಾರದ	"bangaarada
ಒಂದು	ondu
ನದಿ"	nadi"
ಎಂದು	endu
ಸಿಸೆರೊ	Cicero
ಸೂಚಿಸಿರುವುದು	soochisiruvudu
ಪ್ರಾಯಶಃ	praayashah
ಈ	ee
ಕೃತಿಗಳಿಗೆ	krutigalige
ಸಂಬಂಧಿಸಿದಂತೆಯೇ	sanbandhisidanteye
ಇರಬೇಕು;	irabeku;
ಪ್ರಸ್ತುತ	prastuta
ನಮಗೆ	namage
ಲಭ್ಯವಿರುವ	labhyaviruva
ಆ	aa
ಕೃತಿಗಳ	krutigala
ಶೈಲಿಯನ್ನು	shailiyannu
ಒಬ್ಬರು	obbaru
ಅಷ್ಟು	ashtu
ಗಂಭೀರವಾಗಿ	gambheeravaagi
ಹೊಗಳುತ್ತಾರೆಂಬುದು	hogaluttaarenbudu
ಅನೇಕ	aneka
ಆಧುನಿಕ	aadhunika
ಓದುಗರಿಗೆ	odugarige
ಅರಗಿಸಿಕೊಳ್ಳಲಾಗದ	aragisikollalaagada
ವಿಷಯವಾಗಿದೆ.	vishayavaagide.
</s>	</s>
ಅದೇ	Ade
ವೇಳೆಗೆ	velege
ವೆಸ್ಟಿಂಗ್	Westing
ಹೌಸ್	house
ಎಲೆಕ್ಟ್ರಿಕ್	Electric
ಕಾರ್ಪೊರೇಶನ್	Corporation
ಸಂಸ್ಥೆಯು	sanstheyu
ಈ	ee
ಜಾಲವನ್ನು	jaalavannu
1995ರಲ್ಲಿ	1995ralli
ವಹಿಸಿಕೊಂಡಿತು.	vahisikonditu.
</s>	</s>
ಚೀನಾದಲ್ಲಿ	Chinadalli
ಕೈಗಾರಿಕಾ	kaigaarikaa
ಕ್ರಾಂತಿ	kraanti
</s>	</s>
ಸದಸ್ಯರು	Sadasyaru
ಪರಸ್ಪರ	paraspara
ತಿಳಿಯಲು	tiliyalu
ಮತ್ತು	mattu
ವಂಚನೆಗಳನ್ನು	vanchanegalannu
ತಡೆಗಟ್ಟಲು	tadegattalu
ಎಲ್ಲಾ	ellaa
ಸದಸ್ಯರ	sadasyara
ಚಟುವಟಿಕೆಗಳನ್ನು	chatuvatikegalannu
ಮೇಲೆ	mele
ವೀಕ್ಷಿಸಲು	veekshisalu
ಸಾಧ್ಯವಾಗುತ್ತದೆ	saadhyavaaguttade
ಆದ್ದರಿಂದ	aaddarinda
ಪ್ರತಿ	prati
ಸಮಾಜದ	samaajada
ಕಾರ್ಯಾಚರಣೆಗಳು,	kaaryaacharanegalu,
ಒಂದು	ondu
ಚಿಕ್ಕ	chikka
ಪ್ರದೇಶವನ್ನು	pradeshavannu
ಸೀಮಿತಗೊಳಿಸಲಾಗಿದೆ.	seemitagolisalaagide.
</s>	</s>
ಎಲ್ಲಕ್ಕಿಂತ	Ellakkinta
ಹೆಚ್ಕಾಗಿ	hechkaagi
ಅವರೊಬ್ಬ	avarobba
ಅದ್ಭುತ	adbhuta
ನೃತ್ಯ	nrutya
ಗುರು.	guru.
</s>	</s>
ಈ	Ee
ಭಾರಿ	bhaari
ನಷ್ಟದ	nashtada
ಹಿಂದಿನ	hindina
ಕಾರಣವು	kaaranavu
ವಿಜ್ಞಾನಿಗಳನ್ನು	vijnaanigalannu
ತಬ್ಬಿಬ್ಬುಗೊಳಿಸಿದೆ.	tabbibbugoliside.
</s>	</s>
ಬ್ರಿಟನ್‌ನೊಳಗೆ	Britainnolage
ಕಡಲತೀರದಲ್ಲಿ	kadalateeradalli
ಸಮುದ್ರ	samudra
ಮಾರ್ಗವಾಗಿ	maargavaagi
ಸರಕುಗಳ	sarakugala
ಸಾಗಣೆಯು	saaganeyu
ಶತಮಾನಗಳಿಗೆ	shatamaanagalige
ಮುಂಚಿತವಾಗಿಯೇ	munchitavaagiye
ಕೈಗಾರಿಕಾ	kaigaarikaa
ಕ್ರಾಂತಿಯ	kraantiya
ಸಂದರ್ಭದಲ್ಲಿ	sandarbhadalli
ಸಾಮಾನ್ಯವಾಗಿತ್ತು.	saamaanyavaagittu.
</s>	</s>
ಈ	Ee
ವ್ರತ್ತಿ	vratti
ಅವರಿಗೆ	avarige
ಸಮಾಧಾನ	samaadhaana
ಕೊಡಲಿಲ್ಲ.	kodalilla.
</s>	</s>
ಇದು	Idu
೨೦೦೯ರಲ್ಲಿ	2009ralli
ತೆರೆ	tere
ಕಂಡಿದ್ದು,	kandiddu,
"ಮಠ"	"matha"
ನಂತರ	nantara
ಇದು	idu
ಇವರ	ivara
ಎರಡನೇ	eradane
ಚಿತ್ರವಾಗಿದೆ.	chitravaagide.
</s>	</s>
ಈಕವಿ	Eekavi
(ಎಲ್ಲ	(ella
ಕನ್ನಡ	kannada
ಅಭಿಮಾನಿಗಳ	abhimaanigala
ಅಂತರರಾಷ್ಟ್ರೀಯ	antararaashtreeya
ವೇದಿಕೆ)	vedike)
ಗೌರವ.	gaurava.
</s>	</s>
ಸ್ಥಳವಾಚಕ,	Sthalavaachaka,
ಕಾಲವಾಚಕ	kaalavaachaka
ಸಂಖ್ಯಾವಾಚಕ,	sankhyaavaachaka,
ಪರಿಣಾಮವಾಚಕ	parinaamavaachaka
ಮತ್ತು	mattu
ಕ್ರಿಯಾವಿಶೇಷಣಗಳುಂಟು.	kriyaavisheshanagaluntu.
</s>	</s>
ಇದು	Idu
ಒಂದು	ondu
ಅನನ್ಯ	ananya
ತೇವಾಂಶವುಳ್ಳ	tevaanshavulla
ಪರಿಸರ	parisara
ಹೊಂದಿದೆ	hondide
ಮತ್ತು	mattu
ದೊಡ್ಡ	dodda
ಪಾಮ್	Palm
ಆಕಾರದ	aakaarada
ಕೆರೆಯನ್ನುಹೊಂದಿದೆ	kereyannuhondide
(ಇದು	(idu
ಆಕ್ಟೋಪಸ್	octopus
ಆಕಾರ	aakaara
ಕೂಡ	kooda
ಹೋಲುತ್ತದೆ	holuttade
ಎಂದು	endu
ವಿವರಿಸಲಾಗಿದೆ).	vivarisalaagide).
</s>	</s>
ಈ	Ee
ಆವೃತ್ತಿಯಲ್ಲಿ	aavruttiyalli
ಲೆಸ್ಲೆ	Lesley
ಆನ್	Ann
ವಾರೆನ್	Warren
ಮತ್ತು	mattu
ಸ್ಟೌರ್ಟ್	Stuart
ಡ್ಯಾಮೊನ್	Damon
ಅಭಿನಯಿಸಿದ್ದರು.	abhinayisiddaru.
</s>	</s>
ನಿಕಲ್	Nickel
ಭರಿತ	bharita
ಮಣ್ಣಿನಲ್ಲಿ	manninalli
ಬೆಳೆಯುವ	beleyuva
ಜಾತಿಗಳು	jaatigalu
ಕೂಡ	kooda
ಲೋಹದ	lohada
ಹಯ್ಪರ್ಅಕ್ಯುಮುಲೋಸ	Hyperacumulosa
ಸಾಮರ್ಥ್ಯವನ್ನು	saamarthyavannu
ಹೊಂದಿವೆ.	hondive.
</s>	</s>
ವೀರೇಂದ್ರ	Virendra
ಹೆಗ್ಗಡೆ	Hegde
ಸಮ್ಮೇಳನದ	sammelanada
ಪ್ರಮುಖ	pramukha
ಆಯೋಜಕರಾಗಿದ್ದರು.	aayojakaraagiddaru.
</s>	</s>
ಸಮಕಾಲೀನ	Samakaaleena
ಸ್ಕ್ಯಾನರ್‌ಗಳು	Scannergalu
ಸಂಯೋಜಿತ	samyojita
ಎಕ್ಸ್‌-ರೇ	X-ray
ಸಿಟಿ	City
ಉಪಕರಣಗಳನ್ನು	upakaranagalannu
ಬಳಸಿ	balasi
ಕೃಶಗೊಳ್ಳುವಿಕೆಯನ್ನು	krushagolluvikeyannu
ಅಂದಾಜು	andaaju
ಮಾಡುತ್ತದೆ,	maaduttade,
ಆದರೆ	aadare
ಮುಂಚಿನ	munchina
ಉಪಕರಣವು	upakaranavu
ಗಾಮಾ	Gamma
ರೇ	Ray
ಮೂಲವನ್ನು	moolavannu
ಮತ್ತು	mattu
ಪಿಇಟಿ	PET
ಪತ್ತೆಗಾರಯಂತ್ರಗಳನ್ನು	pattegaarayantragalannu
ಬಳಸಿಕೊಂಡು	balasikondu
ಸಿಟಿಯ	sitiya
ಕಚ್ಚಾ	kachchaa
(ಒರಟು)	(oratu)
ರೂಪವನ್ನು	roopavannu
ಕೊಡುತ್ತಿತ್ತು	koduttittu
(ಪಾಸಿಟ್ರಾನ್‌	(Positron
ಹೊರಸೂಸುವ).	horasoosuva).
</s>	</s>
ಮಾನಾಸ್	Monas
ಮುಕ್ತ	mukta
ವಲಯದಲ್ಲಿ	valayadalli
ಸ್ಥಾಪಿತವಾದ	sthaapitavaada
ಪ್ರಥಮ	prathama
ಗುಂಪುಗಳಲ್ಲಿ	gunpugalalli
ಫಿಲಿಪ್ಸ್	philips
ಒಂದಾಗಿದೆ.	omdaagide.
</s>	</s>
ಬ್ರಹ್ಮ-ಬಲಾಂಡಿ	Brahma-balaandi
</s>	</s>
ಉದಾ:	Udaa:
ವೈದ್ಯಕೀಯ	vaidyakeeya
ಕಾಲೇಜು	collegeu
ಶಿಕ್ಷಣಕ್ಕೆ	shikshanakke
ಭೌತಶಾಸ್ತ್ರ,	bhautashaastra,
ರಸಾಯನಶಾಸ್ತ್ರ,	rasaayanashaastra,
ಜೀವಶಾಸ್ತ್ರ	jeevashaastra
ಇತ್ಯಾದಿ	ityaadi
ವಿಜ್ಞಾನ	vijnaana
ವಿಭಾಗಗಳನ್ನು	vibhaagagalannu
ಅಭ್ಯಾಸ	abhyaasa
ಮಾಡಿರುವುದುಂಟು.	maadiruvuduntu.
</s>	</s>
ಮಮ್ಮಿ(ರಕ್ಷಿತ	Mommy(rakshita
ಶವ)	shava)
ಪ್ರತಿಕೃತಿ	pratikruti
ರಚನೆ	rachane
ಕಲೆಯು	kaleyu
ಅಭಿವೃದ್ಧಿ	abhivruddhi
ಕಂಡಿತು	kanditu
ಹಾಗೂ	haagoo
ಟಾಲೆಮಿ	Ptolemy
ದೊರೆಗಳು	doregalu
ಮಾಡಿದಷ್ಟು	maadidashtu
ಅಲ್ಲದಿದ್ದರೂ	alladiddaroo
ಕೆಲವು	kelavu
ರೋಮನ್‌	Roman
ಚಕ್ರವರ್ತಿಗಳು	chakravartigalu
ತಮ್ಮನ್ನು	tammannu
ತಾವು	taavu
ಫೇರೋಗಳಾಗಿ	Pharaohgalaagi
ಚಿತ್ರಿಸಿಕೊಂಡರು.	chitrisikondaru.
</s>	</s>
ಇದು	Idu
ಭಾರತ	bhaarata
ಸರ್ಕಾರದ	sarkaarada
ಸಂಸ್ಕೃತಿ	sanskruti
ಸಚಿವಾಲಯದಡಿಯ	sachivaalayadadiya
ಸ್ವಾಯತ್ತ	svaayatta
ಸಂಸ್ಥೆಯಾಗಿದೆ.	sanstheyaagide.
</s>	</s>
ಎಲ್ಲೆಲ್ಲು	Ellellu
ಸಂಗೀತವೆ,	sangeetave,
ಕೇಳುವ	keluva
ಕಿವಿಯಿರಲು,	kiviyiralu,
ನೋಡುವ	noduva
ಕಣ್ಣಿರಲು	kanniralu
-	-
ಮಲಯ	malaya
ಮಾರುತ	maaruta
</s>	</s>
ಬಿದನೂರಿಗೆ	Bidanoorige
ದಾಳಿ	daali
ಮಾಡಿದ	maadida
ಟಿಪ್ಪು	tippu
ಅಲ್ಲಿದ್ದ	allidda
ಎಲ್ಲಾ	ellaa
ಹಿಂದೂಗಳನ್ನು,	hindoogalannu,
ಒಬ್ಬರನ್ನೂ	obbarannoo
ಬಿಡದೆ,	bidade,
ಇಸ್ಲಾಂಗೆ	islaamge
ಮತಾಂತರಿಸಿದ.	mataantarisida.
</s>	</s>
ಸುನಂದರವರು	Sunamdaravaru
ಈ	ee
ಚಿತ್ರವ್ನ್ನು	chitravannu
ನಿರ್ಮಾನಿಸಿದ್ದಾರೆ.	nirmaanisiddaare.
</s>	</s>
ಇದು	Idu
ಈ	ee
ಪಂಥದವರ	panthadavara
ವಾದಮೂಲ.	vaadamoola.
</s>	</s>
ಈ	Ee
ಅವಧಿಯಲ್ಲಿ	avadhiyalli
ಆ	aa
ಕುಟುಂಬದಲ್ಲಿನ	kutunbadallina
ಮಕ್ಕಳು	makkalu
ಶಿಕ್ಷಣದಿಂದ	shikshanadinda
ವಂಚಿತಗೊಳ್ಳುತ್ತಿವೆ.	vanchitagolluttive.
</s>	</s>
ಅಮೆರಿಕದಲ್ಲಿ	Americadalli
ತಾನುಕಂಡುಕೊಂಡ	taanukandukonda
ವಿಷಗಳನ್ನು	vishayagalannu
ಸ್ನೇಹಿತರೊಡನೆ	snehitarodane
ಬಂಧುಗಳ	bandhugala
ಜೊತೆಹಂಚಿಕೊಳ್ಳುವ	jotehanchikolluva
ಪತ್ರಿಕೆ	patrike
ಆರಂಭಿಸಿದರು.	aaranbhisidaru.
</s>	</s>
ಕೈಯಲ್ಲಿ	Kaiyalli
ಬಳಸಬಹುದಾದ	balasabahudaada
ಮತ್ತು	mattu
ಚಲಿಸವಲ್ಲ	chalisaballa
ಮೀಡಿಯಾ	Media
ಪ್ಲೇಯರ್	Player
ಮಾರುಕಟ್ಟೆಗಾಗಿ	maarukattegaagi
ಫೆಬ್ರವರಿ	February
2002ರಲ್ಲಿ,	2002ralli,
ಎ‌ಎಮ್‌ಡಿ	AMD
ತನ್ನ	tanna
ಆಲ್ಕೆಮಿ	Alchemy
ಸಾಲಿನ	saalina
ಎಮ್‌ಐಪಿಎಸ್‌	MIPS
ಪ್ರೊಸೆಸರ್‌ಗಳಿಗಾಗಿ	Processorgaligaagi
ಆಲ್ಕೆಮಿ	Alchemy
ಸೆಮಿಕಂಡಕ್ಟ‌ರ್‌ಗಳನ್ನು	Semiconductorgalannu
ತಯಾರಿಸಿದರು.	tayaarisidaru.
</s>	</s>
ಹಲವು	Halavu
ಪ್ರಾಣಿಗಳಲ್ಲಿ	praanigalalli
ಮಧ್ಯಂತರ	madhyantara
ಪಾಲಿ	paali
ಇರುತ್ತದೆ.	iruttade.
</s>	</s>
ಪುರಾತನ	Puraatana
ರಾಜ್ಯದ	raajyada
ಕಾಲದಿಂದಲೇ	kaaladindale
ಜೇನ್ನೊಣಗಳನ್ನು	jennonagalannu
ಸಾಕಿ	saaki
ಅವುಗಳಿಂದ	avugalinda
ಜೇನು	jenu
ಮತ್ತು	mattu
ಮೇಣವನ್ನು	menavannu
ಪಡೆಯುತ್ತಿದ್ದರು.	padeyuttiddaru.
</s>	</s>
ಎಲೆಗಳನ್ನು	Elegalannu
ಆಮಶಂಕೆ.	aamashanke.
</s>	</s>
ಮೀ	Mee
ದೂರವಿದೆ.	dooravide.
</s>	</s>
ಇದಲ್ಲದೇ	Idallade
ನಿಗದಿತವಾಗಿ	nigaditavaagi
ಕ್ರೀಡಾ	kreedaa
ಕಾರ್ಯಕ್ರಮಗಳು	kaaryakramagalu
ಒಹೆಗೂ	oohegoo
ಮೀರಿ	meeri
ವಾರಾಂತ್ಯದಲ್ಲಿರುತ್ತವೆ.(ಬಹಳಷ್ಟು	vaaraantyadalliruttave.(bahalashtu
ಮಧ್ಯಾಹ್ನ	madhyaahna
ಮತ್ತು	mattu
ಸಂಜೆ	sanje
7:00ಕ್ಕೆET)	7:00kkET)
</s>	</s>
ಮಕ್ಕಳ	Makkala
ದಿನಾಚರಣೆ:	dinaacharane:
ಹಾಸನ	Hasana
ಜಿಲ್ಲೆ,	jille,
ಹೊಳೆ	Hole
ನರಸೀಪುರದಲ್ಲಿ	naraseepuradalli
ಮಕ್ಕಳ	makkala
ದಿನಾಚರಣೆ	dinaacharane
ಅಂಗವಾಗಿ	angavaagi
ಪರಿಸರ	parisara
ಕುರಿತ	kurita
ಸ್ಥಳದಲ್ಲೇ	sthaladalle
ಚಿತ್ರ	chitra
ಪ್ರದರ್ಶನವನ್ನು	pradarshanavannu
ಏರ್ಪಡಿಸಲಾಗಿತ್ತು.	erpadisalaagittu.
</s>	</s>
ಆಯೋಜಕ	Aayojaka
ಎಡ್ಡಿ	Eddie
ಸ್ಟಾರ್ಟ್ಜ್	Startz
ಹ್ಯಾಪಿ	Happy
ಸ್ಟೇಷನ್	Station
ಕಾರ್ಯಕ್ರಮ	kaaryakrama
ಆಯೋಜಿಸಿದರು.	aayojisidaru.
</s>	</s>
ವಿಠ್ಠಲನ	Vitthalana
ಆರಾಧನೆಯ	aaraadhaneya
ಐತಿಹಾಸಿಕ	aitihaasika
ಬೆಳವಣಿಗೆಯ	belavanigeya
ಪುನರ್‌ನಿರ್ಮಾಣವನ್ನು	punarhnirmaanavannu
ಬಹಳಷ್ಟು	bahalashtu
ಪರಿಶೀಲಿಸಲಾಗಿದೆ.	parisheelisalaagide.
</s>	</s>
ಅದು	Adu
ತನ್ನ	tanna
ಜಂಟಿ	janti
ಸಾಹಸವನ್ನು	saahasavannu
ಕೊಲಂಬಿಯಾ	Columbia
ಪಿಕ್ಚರ್ಸ್	Pictures
ಮತ್ತು	mattu
HBO	HBO
ಹೆಸರಿಸಿದ	hesarisida
ಟ್ರುಸ್ಟಾರ್	Trustar
ಪಿಕ್ಚರ್ಸ್	Pictures
ನಲ್ಲಿ	nalli
ಪರೀಕ್ಷಿಸಿತು.	pareekshisitu.
</s>	</s>
ಈ	Ee
ಉತ್ಸವಕ್ಕೆ	utsavakke
ಸಾವಿರಾರು	saaviraaru
ಸಂಖ್ಯೆಯಲ್ಲಿ	sankhyeyalli
ಭಕ್ತಾಧಿಗಳು	bhaktaadhigalu
ಆಗಮಿಸುತ್ತಾರೆ.	aagamisuttaare.
</s>	</s>
U.S.	Oo.sh.
ನೇವಲ್	Naval
ಅಬ್ಸರ್ವೇಟರಿಯಲ್ಲಿರುವ	Observatoryyalliruva
ದಿ	he
ಡಬಲ್	Double
ಸ್ಟಾರ್	Star
ಲೈಬ್ರರಿ	Library
</s>	</s>
ಪ್ಲೇಟೊ	Pleto
ಭೌದ್ಧಿಕ	bhauddhika
ಏಕತ್ವ	ekatva
(ರ್ಯಾಷನಲ್	(National
ಮಾನಿಸಂ)	Manism)
ತಾತ್ತ್ವಿಕನಲ್ಲದೆ,	taattvikanallade,
ನಿಗೂಢ	nigoodha
ಏಕತ್ವತಾತ್ತ್ವಿಕ	ekatvataattvika
(ಮಿಸ್ಟಿಕಲ್	(Mystical
ಮಾನಿಸ್ಟ್‌)	Monist)
ಕೂಡ	kooda
ಆಗಿದ್ದನೆಂದು	aagiddanendu
ಹೇಳಲು	helalu
ಸಾಕಾದಷ್ಟು	saakaadashtu
ಕಾರಣಗಳಿವೆ.	kaaranagalive.
</s>	</s>
ತಳಿಯ	Taliya
ಎತ್ತರ,	ettara,
ಎಲೆಗಳ	elegala
ಅಗಲ,	agala,
ಉದ್ದ	udda
ಪೈರುಗಳ	pairugala
ಸಂಖ್ಯೆ,	sankhye,
ಕಾಳಿನ	kaalina
ತೂಕ,	tooka,
ಅವಧಿ,	avadhi,
ಇಳುವರಿ	iluvari
ಮೊದಲಾದ	modalaada
ದಾಖಲಾತಿಗಳು	daakhalaatigalu
ಅನಿವಾರ್ಯ.	anivaarya.
</s>	</s>
೯೮೨	982
ರಲ್ಲಿ	ralli
ಅವರು	avaru
ಪ್ರಕಟಿಸಿದ	prakatisida
ಕಾದಂಬರಿ	kaadanbari
'ಕೆವ್	'Kev
ಡೆಟ್	date
ಬೇ	bay
ವ್	v
ಒಗುಲ್ಲರಿ'	ogullery'
ದೇಶೀಯ	desheeya
ಪ್ರಶಸ್ತಿಯೊಂದನ್ನು	prashastiyondannu
ಗಳಿಸಿದರು.	galisidaru.
</s>	</s>
ಪ್ರಾಜ್ಜುನಕ	Praajjunaka
ಶಬ್ದವು	shabdavu
ಸಂಸ್ಕೃತ	sanskruta
ಆರ್ಜುನಾಯನಕರು	aarjunaayanakaru
ಶಬ್ದದ	shabdada
ರೂಪಾಂತರವೆಂದು	roopaantaravendu
ಕೆಲವು	kelavu
ವಿದ್ವಾಂಸರು	vidvaamsaru
