Kannada-Word,Part-of-Speech
ವಿದೇಶದಲ್ಲಿ,N__NN
ವಾಸಿಸುವ,V__VM__VNG
ತಮಿಳರ,N__NNP
ಸಂಖ್ಯೆಯೂ,N__NN
ಸೇರಿದೆ,V__VM__VF
.,RD__PUNC
ಜಾಲತಾಣದ,N__NN
ವಿಳಾಸ,N__NN
:,RD__PUNC
www.textbooksonline.tn.nic.in,N_NNP
.,RD__PUNC
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯ,N__NN
.,RD__PUNC
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯ,N__NN
ಆಂದೋಲನವನ್ನು,N__NN
ಜನ,N__NN
ಆಂದೋಲನ,N__NN
ಆಗಿ,RP__RPD
ಪರಿವರ್ತಿಸಿ,V__VM__VNF
ಸಾರ್ವಜನಿಕರ,N__NN
ನಡುವೆ,RP__RPD
ಓದುವ,V__VM__VNG
ಹವ್ಯಾಸವನ್ನು,N__NN
ಪ್ರಸರಿಸುವುದು,V__VM__VNG
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯದ,N__NN
ದೃಷ್ಟಿಕೋನ,N__NN
ಆಗಿದೆ,V__VM__VF
.,RD__PUNC
ಉದ್ದೇಶಗಳು,N__NN
.,RD__PUNC
ಗ್ರಂಥಾಲಯ,N__NN
ಆಂದೋಲನವನ್ನು,N__NN
ಜನ,N__NN
ಆಂದೋಲನ,N__NN
ಆಗಿ,RP__RPD
ಪರಿವರ್ತಿಸುವುದು,V__VM__VF
.,RD__PUNC
ಗ್ರಂಥಾಲಯಗಳಿಗೆ,N__NN
ಸಾಕಷ್ಟು,JJ
ಮೂಲಭೂತ,JJ
ಸೌಕರ್ಯಗಳನ್ನು,N__NN
ಒದಗಿಸುವುದು,V__VM__VF
.,RD__PUNC
ಗ್ರಂಥಾಲಯಗಳಿಗೆ,N__NN
ಅಗತ್ಯ,JJ
ಪುಸ್ತಕಗಳ,N__NN
ಸಮರ್ಪಕ,JJ
ಖರೀದಿ,N__NN
.,RD__PUNC
ಗ್ರಂಥಾಲಯ,N__NN
ಸೇವೆಯನ್ನು,N__NN
ಸುಧಾರಿಸಲು,V__VM__VINF
ಗ್ರಂಥಾಲಯಗಳಲ್ಲಿ,N__NN
ಆಧುನಿಕ,JJ
ಉಪಕರಣಗಳ,N__NN
ಅನುಸ್ಥಾಪನೆ,N__NN
.,RD__PUNC
ಹಣಕಾಸಿನ,N__NN
ಸಂಪನ್ಮೂಲಗಳನ್ನು,N__NN
ಹೆಚ್ಚಿಸಿ,V__VM__VNF
ಗ್ರಂಥಾಲಯ,N__NN
ಸೌಲಭ್ಯಗಳ,N__NN
ಸುಧಾರಣೆ,N__NNV
.,RD__PUNC
ಸೂಚನೆಗಳು,N__NN
.,RD__PUNC
ರಾಷ್ಟ್ರೀಯ,JJ
ಬೌದ್ಧಿಕ,JJ
ಆಯೋಗದ,N__NN
ಸೂಚನೆಗೆ,N__NN
ಅನುಗುಣವಾಗಿ,RP__RPD
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯಗಳನ್ನು,N__NN
ಮಾಹಿತಿ,N__NN
ಮತ್ತು,CC__CCD
ಜ್ಞಾನ,JJ
ಕೇಂದ್ರಗಳು,N__NN
ಆಗಿ,RP__RPD
ಪರಿವರ್ತಿಸುವುದು,V__VM__VF
.,RD__PUNC
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯ,N__NN
ಆಡಳಿತದಲ್ಲಿ,N__NN
ಇ,N__NNP
-,RD__SYM
ಆಡಳಿತವನ್ನು,N__NN
ಪರಿಚಯಿಸಲು,V__VM__VF
ಆಗುತ್ತಿದೆ,V__
.,RD__PUNC
ಎಲ್ಲರಿಗೂ,N__NN
ಗ್ರಂಥಾಲಯ,N__NN
ಎಂಬ,CC__CCS
ಗುರಿಯನ್ನು,N__NN
ಸಾಧಿಸಲು,V__VM__VINF
ಹೊಸ,JJ
ಗ್ರಂಥಾಲಯಗಳನ್ನು,N__NN
ತೆರೆಯಲು,V__VM__VF
ಆಗುತ್ತಿದೆ,V__
.,RD__PUNC
ಗ್ರಂಥಾಲಯಗಳನ್ನು,N__NN
ಜಾಲತಾಣಕ್ಕೆ,N__NN
ಲಿಂಕ್,N__NN
ಮಾಡಿ,V__VM__VNF
ಗ್ರಂಥಾಲಯದ,N__NN
ಹುಡುಕಾಟವನ್ನು,N__NNV
ಸರಳಗೊಳಿಸುವುದು,V__VM__VF
.,RD__PUNC
ಯಾಂತ್ರಿಕ,JJ
ಗ್ರಂಥಾಲಯ,N__NN
ಸೇವೆಯ,N__NN
ಅಭಿವೃದ್ಧಿ,N__NN
.,RD__PUNC
ಪ್ರಾಚೀನ,JJ
ಮತ್ತು,CC__CCD
ಅಪರೂಪದ,JJ
ಮಾದರಿ,JJ
ಪಠ್ಯಗಳ,N__NN
ಗಣಕೀಕರಣ,N__NN
.,RD__PUNC
ಗ್ರಂಥಾಲಯ,N__NN
ಸೇವೆಗಳ,N__NN
ಸುಧಾರಣೆಗೆ,N__NNV
ಆಗಿ,RP__RPD
ಆರ್ಥಿಕ,JJ
ವರ್ಧನೆ,N__NN
.,RD__PUNC
ಸಣ್ಣ,JJ
ನಗರಗಳಲ್ಲಿ,N__NN
ಹೆಚ್ಚುವರಿಯಾಗಿ,RB
ನಾಗರಿಕ,N__NNP
ಸೇವಾ,N__NNP
ತರಬೇತಿ,N__NNP
ಕೇಂದ್ರಗಳ,N__NNP
ರಚನೆ,N__NN
.,RD__PUNC
ಹೊಸ,JJ
ಗ್ರಂಥಾಲಯದ,N__NN
ಕಟ್ಟಡಗಳ,N__NN
ನಿರ್ಮಾಣ,N__NN
.,RD__PUNC
ಸರ್ಕಾರಿ,JJ
ಮತ್ತು,CC__CCD
ಖಾಸಗಿ,JJ
ಸಹಭಾಗಿತ್ವದ,N__NN
ಪ್ರಯತ್ನದಲ್ಲಿ,N__NN
ಗ್ರಂಥಾಲಯ,N__NN
ಸೌಲಭ್ಯಗಳನ್ನು,N__NN
ನವೀಕರಿಸಲು,V__VM__VF
ಆಗುತ್ತಿದೆ,V__
.,RD__PUNC
ಗ್ರಂಥಾಲಯದ,N__NN
ಸುಧಾರಣಾ,JJ
ಸಮ್ಮೇಳನವನ್ನು,N__NN
ನಡೆಸುವುದು,V__VM__VF
.,RD__PUNC
ಪ್ರಕಾಶಕರು,N__NN
ಮತ್ತು,CC__CCD
ಪುಸ್ತಕ,JJ
ಮಾರಾಟಗಾರರ,N__NN
ಸಹಯೋಗದೊಂದಿಗೆ,N__NN
ಪುಸ್ತಕ,JJ
ಉದ್ಯಾನವನಗಳನ್ನು,N__NN
ಸ್ಥಾಪಿಸುವುದು,V__VM__VF
.,RD__PUNC
ತಮಿಳುನಾಡು,N__NNP
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯ,N__NN
ಕಾಯಿದೆ,N__NN
",",RD__PUNC
1948ರ,N__NN
ಪ್ರಕಾರ,RP__RPD
ರಾಜ್ಯದಲ್ಲಿ,N__NN
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯಗಳನ್ನು,N__NN
ಸ್ಥಾಪಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__
.,RD__PUNC
1972ರ,N__NN
ವರ್ಷದಲ್ಲಿ,N__NN
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯ,N__NN
ಇಲಾಖೆಗೆ,N__NN
ಪ್ರತ್ಯೇಕ,JJ
ನಿರ್ದೇಶನಾಲಯವನ್ನು,N__NN
ಸ್ಥಾಪಿಸಲು,V__VM__VF
ಆಯಿತು,V__
.,RD__PUNC
ಪ್ರಸ್ತುತ,JJ
ವಿವಿಧ,JJ
ಹಂತಗಳಲ್ಲಿ,N__NN
ತಮಿಳುನಾಡಿನ,N__NNP
ಆದ್ಯಂತ,PSP
"4,028",QT__QTC
ಗ್ರಂಥಾಲಯಗಳು,N__NN
ಕಾರ್ಯ,N__NN
ನಿರ್ವಹಿಸುತ್ತಿವೆ,V__VM__VF
.,RD__PUNC
ಅವುಗಳ,DM__DMD
ವಿವರಗಳು,N__NN
ಈ,DM__DMD
ರೀತಿ,N__NN
ಇವೆ,V__VM__VF
:,RD__PUNC
ಕನ್ನೆಮರ,N__NNP
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯ,N__NN
",",RD__PUNC
ಚೆನ್ನೈ,N__NNP
.,RD__PUNC
ಕನ್ನೆಮರ,N__NNP
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯ,N__NN
",",RD__PUNC
ಪುಸ್ತಕ,N__NN
ವಿತರಣೆ,N__NNV
(,RD__SYM
ಪತ್ರಿಕೆಗಳು,N__NN
ಮತ್ತು,CC__CCD
ನಿಯತಕಾಲಿಕಗಳು,N__NN
),RD__SYM
ಕಾಯಿದೆ,N__NN
1954,QT__QTC
ಪ್ರಕಾರ,RP__RPD
ರಾಷ್ಟ್ರೀಯ,JJ
ಠೇವಣಿ,N__NN
ಗ್ರಂಥಾಲಯ,N__NN
ಆಗಿ,RP__RPD
ಕಾರ್ಯ,N__NN
ನಿರ್ವಹಿಸುತ್ತಿದೆ,V__VM__VF
.,RD__PUNC
ಪುಸ್ತಕಗಳ,N__NN
ವಿತರಣಾ,JJ
ಕಾಯಿದೆಯ,N__NN
ಪ್ರಕಾರ,RP__RPD
ಭಾರತದಲ್ಲಿ,N__NNP
ಮುದ್ರಿಸಲು,V__VM__VINF
ಆದ,V__
ಎಲ್ಲಾ,JJ
ಪುಸ್ತಕಗಳು,N__NN
",",RD__PUNC
ಪತ್ರಿಕೆಗಳು,N__NN
ಮತ್ತು,CC__CCD
ನಿಯತಕಾಲಿಕಗಳನ್ನು,N__NN
ಉಚಿತವಾಗಿ,RB
ಪಡೆಯಬಹುದಾದ,V__VM__VNG
ಅರ್ಹತೆಯನ್ನು,N__NN
ಈ,DM__DMD
ಗ್ರಂಥಾಲಯ,N__NN
ಸ್ವೀಕರಿಸಿದೆ,V__VM__VF
.,RD__PUNC
ಹಾಗೆಯೇ,CC__CCS
ಯುನೆಸ್ಕೋ,N__NNP
",",RD__PUNC
ಏಷ್ಯನ್,N__NNP
ಅಭಿವೃದ್ಧಿ,N__NNP
ಬ್ಯಾಂಕಿನ,N__NNP
ಮಾಹಿತಿ,JJ
ಕೇಂದ್ರ,N__NN
ಆಗಿಯೂ,V__VM__VNF
ಈ,DM__DMD
ಗ್ರಂಥಾಲಯವು,N__NN
ಕಾರ್ಯ,N__NN
ನಿರ್ವಹಿಸುತ್ತಿದೆ,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
ಗ್ರಂಥಾಲಯವು,N__NN
6.85,QT__QTC
ಲಕ್ಷ,QT__QTC
ಪುಸ್ತಕಗಳ,N__NN
ಜೊತೆಗೆ,RP__RPD
ವಿವಿಧ,JJ
ವಿಭಾಗಗಳೊಂದಿಗೆ,N__NN
ಸಾರ್ವಜನಿಕರಿಗೆ,N__NN
ಅತೀ,RP__INTF
ಉತ್ತಮ,JJ
ಗ್ರಂಥಾಲಯದ,N__NN
ಕಾರ್ಯ,N__NN
ನಿರ್ವಹಿಸುತ್ತಿದೆ,V__VM__VF
.,RD__PUNC
ಕನ್ನೆಮರ,N__NNP
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯದಲ್ಲಿ,N__NN
ಇರುವ,V__VM__VNG
ನಾಗರಿಕ,JJ
ಸೇವಾ,JJ
ವಿಭಾಗ,N__NN
",",RD__PUNC
ಪಠ್ಯ,JJ
ಪುಸ್ತಕ,N__NN
ವಿಭಾಗ,N__NN
",",RD__PUNC
ಮತ್ತು,CC__CCD
ಭಾಷಾ,JJ
ಪುಸ್ತಕ,N__NN
ವಿಭಾಗದಲ್ಲಿ,N__NN
ಹವಾನಿಯಂತ್ರಣ,JJ
ಸೌಕರ್ಯವನ್ನು,N__NN
ಸ್ಥಾಪಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__
.,RD__PUNC
ಜೊತೆಗೆ,CC__CCS
ಕನ್ನೆಮರ,N__NNP
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯದ,N__NN
ಕುರಿತು,RP__RPD
ಎಲ್ಲಾ,JJ
ವಿವರಗಳನ್ನು,N__NN
ಜಾಲತಾಣದಲ್ಲಿ,N__NN
ಪ್ರಕಟಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__
.,RD__PUNC
www.connemarapubliclibrarychennai.com,N__NNP
.,RD__PUNC
ಜಿಲ್ಲಾ,JJ
ಗ್ರಂಥಾಲಯಗಳನ್ನು,N__NN
ಗಣಕೀಕರಿಸುವುದು,V__VM__VF
ಮತ್ತು,CC__CCS
ಸಂಪರ್ಕಿಸುವುದು,V__VM__VF
.,RD__PUNC
ಗ್ರಂಥಾಲಯಗಳ,N__NN
ಕಾರ್ಯಶೀಲತೆಯನ್ನು,N__NN
ಹೆಚ್ಚಿಸಿ,V__VM__VNF
ಓದುಗರಿಗೆ,N__NN
ಅತೀ,RP__INTF
ಉತ್ತಮ,JJ
ಗ್ರಂಥಾಲಯ,N__NN
ಸೇವೆಯನ್ನು,N__NN
ಒದಗಿಸಲು,V__VM__VINF
ಗ್ರಂಥಾಲಯಗಳನ್ನು,N__NN
ಗಣಕೀಕರಣ,N__NN
ಮಾಡಲು,V__VM__VF
ಆಗುತ್ತಿದೆ,V__
.,RD__PUNC
ಕೆಳಗಿನ,N__NST
ಗ್ರಂಥಾಲಯಗಳಿಗೆ,N__NN
ಗಣಕಯಂತ್ರ,N__NN
",",RD__PUNC
ಜಾಲತಾಣ,N__NN
ಮತ್ತು,CC__CCD
ಇಮೇಲ್‌,N__NN
ಸೌಲಭ್ಯಗಳನ್ನು,N__NN
ಒದಗಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
:,RD__PUNC
ಕನ್ನೆಮರ,N__NNP
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯ,N__NN
",",RD__PUNC
ಚೆನ್ನೈ,N__NNP
.,RD__PUNC
31,QT__QTC
ಜಿಲ್ಲಾ,JJ
ಕೇಂದ್ರೀಯ,JJ
ಗ್ರಂಥಾಲಯಗಳು,N__NN
.,RD__PUNC
ನಗರ,N__NN
ಪಾಲಿಕೆ,N__NN
ಮತ್ತು,CC__CCD
ಪುರಸಭೆಯ,N__NN
ಪ್ರದೇಶಗಳಲ್ಲಿ,N__NN
100,QT__QTC
ಶಾಖಾ,JJ
ಗ್ರಂಥಾಲಯಗಳು,N__NN
ಇವೆ,V__VM__VF
.,RD__PUNC
ಇದರ,DM__DMD
ಹೊರತು,RP__NEG
",",RD__PUNC
ಕೋಲ್ಕತ್ತಾದ,N__NNP
",",RD__PUNC
ರಾಜಾರಾಮ,N__NNP
ಮೋಹನ್,N__NNP
ರಾಯ್,N__NNP
ಗ್ರಂಥಾಲಯ,N__NN
ಟ್ರಸ್ಟ್,N__NN
ನಿಧಿಯ,N__NN
ಅಡಿಯಲ್ಲಿ,RP__RPD
2007,QT__QTC
-,RD__SYM
08ರ,N__NN
ವರ್ಷದಲ್ಲಿ,N__NN
42,QT__QTC
ಗ್ರಂಥಾಲಯಗಳಿಗೆ,N__NN
",",RD__PUNC
2008,QT__QTC
-,RD__SYM
09ರ,N__NN
ವರ್ಷದಲ್ಲಿ,N__NN
ಎಲ್ಲಾ,JJ
50,QT__QTC
ಗ್ರಂಥಾಲಯಗಳಿಗೆ,N__NN
",",RD__PUNC
2009,QT__QTC
-,RD__SYM
10ರ,N__NN
ವರ್ಷದಲ್ಲಿ,N__NN
ಎಲ್ಲಾ,JJ
50,QT__QTC
ಗ್ರಂಥಾಲಯಗಳಿಗೆ,N__NN
ಗಣಕಯಂತ್ರ,N__NN
ಸೌಲಭ್ಯವನ್ನು,N__NN
ಕಲ್ಪಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ಚೆನ್ನೈ,N__NNP
",",RD__PUNC
ಕನ್ನೆಮಾರಾ,N__NNP
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯದೊಂದಿಗೆ,N__NN
ಜಿಲ್ಲೆ,N__NN
ಮತ್ತು,CC__CCD
ವಲಯಗಳಲ್ಲಿ,N__NN
ಇರುವ,V__VM__VNG
ಗ್ರಂಥಾಲಯಗಳನ್ನು,N__NN
ಜೋಡಿಸುವ,V__VM__VNG
ಕಾರ್ಯ,N__NN
ಆರಂಭ,N__NN
ಆಗಿದೆ,V__VM__VF
.,RD__PUNC
ಇ,N__NN
-,RD__SYM
ಪುಸ್ತಕಗಳ,N__NN
ಘಟಕ,N__NN
ಕ್ರಮ,N__NN
.,RD__PUNC
ಪೌರಾಣಿಕ,JJ
ಅಮೂಲ್ಯವಾದ,JJ
ಅಪರೂಪದ,JJ
ಪುಸ್ತಕಗಳ,N__NN
ಪ್ರತಿಯನ್ನು,N__NN
ಸಿಡಿಗಳಲ್ಲಿ,N__NN
ನಕಲು,N__NN
ಮಾಡಿ,V__VM__VNF
ರಕ್ಷಿಸಲು,V__VM__VINF
7,QT__QTC
ಸ್ಕ್ಯಾನರ್‌ಗಳನ್ನು,N__NN
ಅಳವಡಿಸಲು,V__VM__VINF
ಆಗಿ,V__VAUX
ಇದ್ದು,V__VAUX
ಸುಮಾರು,N__NN
2000,QT__QTC
ತಮಿಳು,N__NNP
ಪುಸ್ತಕಗಳನ್ನು,N__NN
ಇ,N__NN
-,RD__SYM
ಘಟಕ,N__NN
ಕ್ರಮದ,N__NN
ರೂಪದಲ್ಲಿ,N__NN
ರಕ್ಷಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ಯಾಂತ್ರೀಕೃತ,JJ
ಗ್ರಂಥಾಲಯದ,N__NN
ಅನುಕೂಲತೆ,N__NN
.,RD__PUNC
ಪ್ರಸ್ತುತ,JJ
ಜಿಲ್ಲಾ,JJ
ಕೇಂದ್ರೀಯ,JJ
ಗ್ರಂಥಾಲಯಗಳಲ್ಲಿ,N__NN
ವಿಶೇಷ,JJ
ಗ್ರಂಥಾಲಯದ,N__NN
ತಂತ್ರಾಂಶವನ್ನು,N__NN
ಬಳಸಿ,V__VM__VNF
ಪುಸ್ತಕಗಳನ್ನು,N__NN
ಒದಗಿಸುವುದು,V__VM__VNG
ಮತ್ತು,CC__CCD
ಮರು,RB
ಪಡೆಯುವುದು,V__VM__VNG
ಮುಂತಾದ,JJ
ನಿಯೋಜನೆಗಳು,N__NN
ನಡೆಯುತ್ತಿವೆ,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
ಕಾರ್ಯಗಳನ್ನು,N__NN
ಇನ್ನಷ್ಟು,RB
ಅಭಿವೃದ್ಧಿಪಡಿಸಲು,V__VM__VINF
ವಿವಿಧ,JJ
ಗ್ರಂಥಾಲಯಗಳನ್ನು,N__NN
ಸಂಯೋಜಿಸುವುದರಿಂದ,V__VM__VNG
ಓದುಗರು,N__NN
ಹೆಚ್ಚಿನ,JJ
ಪ್ರಯೋಜನಗಳನ್ನು,N__NN
ಪಡೆಯುವಂತೆ,V__VM__VNF
ಮಾಡಲು,V__VM__VINF
ವಿಶಿಷ್ಟವಾದ,JJ
ಹೊಸ,JJ
ಗ್ರಂಥಾಲಯಗಳಿಗೆ,N__NN
ತಂತ್ರಾಂಶವನ್ನು,N__NN
ರಚಿಸುವ,V__VM__VNG
ಕಾರ್ಯವು,N__NN
ಪ್ರಗತಿಯಲ್ಲಿ,N__NN
ಇದೆ,V__VM__VF
.,RD__PUNC
ಚೆನ್ನೈ,N__NNP
",",RD__PUNC
ಅಣ್ಣಾ,N__NNP
ವಿಶ್ವವಿದ್ಯಾಲಯದ,N__NN
ತಜ್ಞರ,N__NN
ಮಾರ್ಗದರ್ಶನದಲ್ಲಿ,N__NN
ವಿಶೇಷ,JJ
ಸಮಿತಿಯನ್ನು,N__NN
ರಚಿಸಲು,V__VM__VINF
ಆಗಿ,V__VAUX
ಇದ್ದು,V__VAUX
ಈ,DM__DMD
ಕಾರ್ಯವು,N__NN
ಪ್ರಗತಿಯಲ್ಲಿ,N__NN
ಇದೆ,V__VM__VF
.,RD__PUNC
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯದ,N__NN
ಸಮಾಚಾರ,JJ
ಪತ್ರಿಕೆ,N__NN
.,RD__PUNC
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯ,N__NN
ಇಲಾಖೆಯ,N__NN
ವತಿಯಿಂದ,RP__RPD
"""",RD__PUNC
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯ,N__NN
ಸುದ್ದಿ,JJ
ಪತ್ರ,N__NN
"""",RD__PUNC
ತ್ರೈಮಾಸಿಕ,JJ
ಪತ್ರಿಕೆ,N__NN
1996ರಲ್ಲಿ,N__NN
ಮೊದಲು,JJ
ಪ್ರಕಟ,N__NN
ಆಯಿತು,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
ಸುದ್ದಿ,N__NN
ಪತ್ರವು,N__NN
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯ,N__NN
ಇಲಾಖೆಯ,N__NN
ಅಭಿವೃದ್ಧಿ,N__NN
ಕಾರ್ಯಗಳು,N__NN
",",RD__PUNC
ಗ್ರಂಥಾಲಯ,N__NN
ಆಂದೋಲನಕ್ಕೆ,N__NN
ಸಂಬಂಧಿಸಿದ,V__VM__VNG
ಸುದ್ದಿಗಳು,N__NN
",",RD__PUNC
ಜಿಲ್ಲಾ,JJ
ಸುದ್ದಿ,N__NN
",",RD__PUNC
ಸಾರ್ವಜನಿಕರು,N__NN
.,RD__PUNC
ತಿಳಿಯಬೇಕಾದ,V__VM__VNG
ವಿವಿಧ,JJ
ಶಾಸನಗಳು,N__NN
ಮತ್ತು,CC__CCD
ಶಿಕ್ಷಣಕ್ಕೆ,N__NN
ಸಂಬಂಧಿಸಿದ,V__VM__VNG
ಲೇಖನಗಳನ್ನು,N__NN
ಸಹ,RP__RPD
ಸೇರಿಸಲು,V__VM__VINF
ಆಗಿ,V__VAUX
ಇದ್ದು,V__VAUX
ಓದುಗರ,N__NN
ನಡುವೆ,RP__RPD
ಉತ್ತಮ,JJ
ಪ್ರತಿಕ್ರಿಯೆಯನ್ನು,N__NN
ಪಡೆದಿದೆ,V__VM__VF
.,RD__PUNC
ಇಲ್ಲಿಯವರೆಗೆ,N__NST
ಈ,DM__DMD
ಸಮಾಚಾರ,JJ
ಪತ್ರಿಕೆಯಲ್ಲಿ,N__NN
54,QT__QTC
ಸಂಚಿಕೆಗಳನ್ನು,N__NN
ಪ್ರಕಟಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ಓದುಗರ,N__NN
ವಲಯ,N__NN
.,RD__PUNC
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯ,N__NN
ಆಂದೋಲನವನ್ನು,N__NN
ಜನ,N__NN
ಆಂದೋಲನವು,N__NN
ಆಗಿ,RP__RPD
ಪರಿವರ್ತಿಸಿ,V__VM__VNF
ಸಾರ್ವಜನಿಕರಲ್ಲಿ,N__NN
ಓದುವ,V__VM__VNG
ಹವ್ಯಾಸವನ್ನು,N__NN
ಉತ್ತೇಜಿಸಲು,V__VM__VINF
ಪ್ರತೀ,JJ
ಗ್ರಂಥಾಲಯದಲ್ಲಿ,N__NN
ಶಿಕ್ಷಣ,JJ
ತಜ್ಞರು,N__NN
",",RD__PUNC
ಲೇಖಕರು,N__NN
",",RD__PUNC
ಗ್ರಂಥಾಲಯದ,N__NN
ಸದಸ್ಯರು,N__NN
ಮತ್ತು,CC__CCD
ಸ್ಥಳೀಯ,JJ
ಗಣ್ಯರನ್ನು,N__NN
ಒಳಗೊಂಡ,V__VM__VNG
"""",RD__PUNC
ಓದುಗರ,N__NN
ವಲಯ,N__NN
"""",RD__PUNC
ಎಂಬ,CC__CCS__UT
ವ್ಯವಸ್ಥೆಯನ್ನು,N__NN
ರಚಿಸಲು,V__VM__VF
ಆಗಿದೆ,V__VAUX
.,RD__PUNC
ಈ,DM__DMD
ಓದುಗರ,N__NN
ವಲಯದ,N__NN
ಮೂಲಕ,RP__RPD
ಪುಸ್ತಕಗಳ,N__NN
ಪರಿಚಯ,N__NN
",",RD__PUNC
ಸಾಹಿತ್ಯ,N__NN
ಭಾಷಣ,N__NN
",",RD__PUNC
ಸ್ವಾತಂತ್ರ್ಯ,N__NN
ದಿನಾಚರಣೆ,N__NNV
",",RD__PUNC
ಗಣರಾಜ್ಯೋತ್ಸವ,N__NN
ಕಾರ್ಯಕ್ರಮ,N__NN
",",RD__PUNC
ಪ್ರಮುಖ,RP__INTF
ರಾಷ್ಟ್ರೀಯ,JJ
ನಾಯಕರ,N__NN
ಜನ್ಮ,N__NN
ದಿನಾಚರಣೆ,N__NNV
ಸೇರಿದಂತೆ,V__VM__VNF
ಹಲವು,QT__QTF
ಉಪಯುಕ್ತ,JJ
ಕಾರ್ಯಕ್ರಮಗಳನ್ನು,N__NN
ನಡೆಸುತ್ತದೆ,V__VM__VF
.,RD__PUNC
ರಾಜಾರಾಮ,N__NNP
ಮೋಹನ್,N__NNP
ರಾಯ್,N__NNP
ಗ್ರಂಥಾಲಯ,N__NNP
ಪ್ರತಿಷ್ಠಾನ,N__NNP
",",RD__PUNC
ಕೋಲ್ಕತ್ತಾ,N__NNP
.,RD__PUNC
ಕೋಲ್ಕತ್ತಾದಲ್ಲಿ,N__NNP
ಇರುವ,V__VM__VNG
ರಾಜಾರಾಮ,N__NNP
ಮೋಹನ್,N__NNP
ರಾಯ್,N__NNP
ಗ್ರಂಥಾಲಯ,N__NNP
ಪ್ರತಿಷ್ಠಾನ,N__NNP
ಕೇಂದ್ರ,JJ
ಸರ್ಕಾರದ,N__NN
ಕಲೆ,N__NN
ಮತ್ತು,CC__CCD
ಸಂಸ್ಕೃತಿ,JJ
ಇಲಾಖೆಯ,N__NN
ಅಡಿ,RP__RPD
ಕಾರ್ಯ,N__NN
ನಿರ್ವಹಿಸುತ್ತ,V__VM__VNF
ಇರುವ,V__VAUX
ಸಂಸ್ಥೆ,N__NN
ಆಗಿದೆ,V__VM__VF
.,RD__PUNC
ಈ,DM__DMD
ಪ್ರತಿಷ್ಠಾನವು,N__NN
ಭಾರತದಲ್ಲಿ,N__NNP
ಇರುವ,V__VM__VNG
ಎಲ್ಲಾ,JJ
ರಾಜ್ಯಗಳ,N__NN
ಸಾರ್ವಜನಿಕ,JJ
ಗ್ರಂಥಾಲಯದ,N__NN
ಅಭಿವೃದ್ಧಿಗೆ,N__NN
ಆಗಿ,RP__RPD
ಸಹ,JJ
-,RD__SYM
ಅನುದಾನವನ್ನು,N__NN
ಒದಗಿಸುತ್ತಿದೆ,V__VM__VF
.,RD__PUNC
ತಮಿಳುನಾಡು,N__NNP
ಸರ್ಕಾರವು,N__NN
",",RD__PUNC
ಈ,DM__DMD
ಪ್ರತಿಷ್ಠಾನ,N__NN
ಪಡೆಯುವ,V__VM__VNG
ರೂ.,N__NN
400.00,QT__QTC
ಲಕ್ಷ,QT__QTC
ಸಹ,JJ
-,RD__SYM
ಅನುದಾನವನ್ನು,N__NN
ಪಡೆದು,V__VM__VNG
ವಿಚಾರ,N__NN
ಸಂಕಿರಣಗಳು,N__NN
",",RD__PUNC
ಮಕ್ಕಳ,N__NN
ವಿಭಾಗ,N__NN
",",RD__PUNC
ಹೊಸ,JJ
